type,method,difference
vM,J,0.1419
vM,J,0.1104
vM,J,0.0777
vM,J,0.1105
vM,J,0.0482
vM,J,0.032
vM,J,0.0855
vM,J,0.044
vM,J,0.0739
vM,J,0.0195
vM,J,0.0409
vM,J,0.0385
vM,J,0.0901
vM,J,0.0494
vM,J,0.0668
vM,J,0.361
vM,J,0.3537
vM,J,0.3266
vM,J,0.3938
vM,J,0.3243
vM,J,0.3303
vM,J,0.299
vM,J,0.2692
vM,J,0.3025
vM,J,0.2826
vM,J,0.3175
vM,J,0.3841
vM,J,0.204
vM,J,0.1807
vM,J,0.1862
vM,J,0.237
vM,J,0.23
vM,J,0.0843
vM,J,0.1453
vM,J,0.2307
vM,J,0.1255
vM,J,0.1955
vM,J,0.1538
vM,J,0.074
vM,J,0.1267
vM,J,0.1649
vM,J,0.1707
vM,J,0.2083
vM,J,0.0847
vM,J,0.0923
vM,J,0.1427
vM,J,0.0766
vM,J,0.094
vM,J,0.173
vM,J,0.1541
vM,J,0.1318
vM,J,0.3132
vM,J,0.368
vM,J,0.3554
vM,J,0.3055
vM,J,0.3223
vM,J,0.3129
vM,J,0.241
vM,J,0.2619
vM,J,0.2075
vM,J,0.3102
vM,J,0.2407
vM,J,0.2717
vM,J,0.2309
vM,J,0.0984
vM,J,0.3193
vM,J,0.0689
vM,J,0.031
vM,J,0.1478
vM,J,0.0612
vM,J,0.1518
vM,J,0.1189
vM,J,0.0859
vM,J,0.0625
vM,J,0.0815
vM,J,0.1986
vM,J,0.1339
vM,J,0.0892
vM,J,0.0958
vM,J,0.0612
vM,J,0.0774
vM,J,0.0967
vM,J,0.046
vM,J,0.015
vM,J,0.0908
vM,J,-0.0402
vM,J,0.0364
vM,J,0.3003
vM,J,0.2786
vM,J,0.2688
vM,J,0.2385
vM,J,0.2458
vM,J,0.2096
vM,J,0.2063
vM,J,0.2071
vM,J,0.2678
vM,J,0.2481
vM,J,0.2458
vM,J,0.2076
vM,J,0.1781
vM,J,0.1156
vM,J,0.1081
vM,J,0.1208
vM,J,0.1759
vM,J,0.2511
vM,J,0.1557
vM,J,0.1964
vM,J,0.0956
vM,J,0.1067
vM,J,0.0537
vM,J,0.0982
vM,J,0.1429
vM,J,0.0948
vM,J,0.1163
vM,J,0.1259
vM,J,0.0382
vM,J,0.1202
vM,J,0.022
vM,J,0.0787
vM,J,0.1287
vM,J,-0.0016
vM,J,-0.0379
vM,J,0.0043
vM,J,0.1208
vM,J,0.2138
vM,J,0.2169
vM,J,0.2332
vM,J,0.1903
vM,J,0.1798
vM,J,0.1795
vM,J,0.1754
vM,J,0.2431
vM,J,0.2273
vM,J,0.1376
vM,J,0.236
vM,J,0.0509
vM,J,0.2083
vM,J,0.0961
vM,J,0.1274
vM,J,0.1344
vM,J,0.0761
vM,J,0.075
vM,J,0.1418
vM,J,0.0411
vM,J,0.0792
vM,J,0.0534
vM,J,0.0622
vM,J,0.0604
vM,J,0.0951
vM,J,0.081
vM,J,0.0853
vM,J,0.0646
vM,J,0.0448
vM,J,0.0402
vM,J,0.0044
vM,J,0.0601
vM,J,0.0211
vM,J,0.0094
vM,J,-0.0207
vM,J,0.3677
vM,J,0.3292
vM,J,0.2819
vM,J,0.2424
vM,J,0.2999
vM,J,0.1934
vM,J,0.1182
vM,J,0.3204
vM,J,0.2506
vM,J,0.3573
vM,J,0.2967
vM,J,0.1819
vM,J,0.2432
vM,J,0.1245
vM,J,0.1903
vM,J,0.1491
vM,J,0.1978
vM,J,0.1908
vM,J,0.1529
vM,J,-0.011
vM,J,0.0693
vM,J,0.079
vM,J,0.1343
vM,J,0.1413
vM,J,0.036
vM,J,0.0178
vM,J,-0.0651
vM,J,0.0444
vM,J,0.0363
vM,J,0.1346
vM,J,0.0333
vM,J,0.0154
vM,J,0.0367
vM,J,0.1102
vM,J,-0.0285
vM,J,0.0097
vM,J,0.2233
vM,J,0.2271
vM,J,0.2671
vM,J,0.2836
vM,J,0.2098
vM,J,0.1907
vM,J,0.2266
vM,J,0.1494
vM,J,0.1643
vM,J,0.1634
vM,J,0.141
vM,J,0.2233
vM,J,0.1386
vM,J,0.069
vM,J,0.1115
vM,J,0.0755
vM,J,0.1217
vM,J,0.1708
vM,J,0.1207
vM,J,0.0817
vM,J,0.0569
vM,J,0.0373
vM,J,0.0406
vM,J,0.0607
vM,J,0.1055
vM,J,0.0843
vM,J,0.0588
vM,J,0.0722
vM,J,-0.0234
vM,J,0.0517
vM,J,0.0515
vM,J,0.0521
vM,J,0.044
vM,J,0.1504
vM,J,-0.0429
vM,J,-0.033
vM,J,0.2555
vM,J,0.2978
vM,J,0.229
vM,J,0.2414
vM,J,0.2415
vM,J,0.2335
vM,J,0.178
vM,J,0.2053
vM,J,0.2592
vM,J,0.2635
vM,J,0.2276
vM,J,0.2029
vM,J,0.1441
vM,J,0.1862
vM,J,0.1266
vM,J,0.1626
vM,J,0.1585
vM,J,0.14
vM,J,0.125
vM,J,0.1868
vM,J,0.0977
vM,J,0.1064
vM,J,0.1312
vM,J,0.1067
vM,J,0.1653
vM,J,0.1511
vM,J,0.1592
vM,J,0.1481
vM,J,0.0225
vM,J,0.036
vM,J,0.1076
vM,J,0.0638
vM,J,0.109
vM,J,0.0818
vM,J,0.0316
vM,J,0.0857
vM,J,0.225
vM,J,0.2624
vM,J,0.2346
vM,J,0.1906
vM,J,0.1944
vM,J,0.2389
vM,J,0.1668
vM,J,0.177
vM,J,0.2429
vM,J,0.2486
vM,J,0.2064
vM,J,0.2133
vM,J,0.1545
vM,J,0.1507
vM,J,0.1372
vM,J,0.1023
vM,J,0.142
vM,J,0.1192
vM,J,0.1199
vM,J,0.139
vM,J,0.0928
vM,J,0.1032
vM,J,0.1093
vM,J,0.1155
vM,J,0.0763
vM,J,0.0486
vM,J,0.0879
vM,J,0.1624
vM,J,0.0391
vM,J,0.0663
vM,J,0.0166
vM,J,0.0037
vM,J,0.0586
vM,J,0.0643
vM,J,-0.0235
vM,J,0.0756
vM,J,0.2822
vM,J,0.3054
vM,J,0.2468
vM,J,0.2421
vM,J,0.3086
vM,J,0.2706
vM,J,0.221
vM,J,0.255
vM,J,0.2402
vM,J,0.3395
vM,J,0.2951
vM,J,0.2799
vM,J,0.211
vM,J,0.2119
vM,J,0.1618
vM,J,0.1893
vM,J,0.1519
vM,J,0.1939
vM,J,0.1669
vM,J,0.1485
vM,J,0.108
vM,J,0.1345
vM,J,0.163
vM,J,0.1099
vM,J,0.0711
vM,J,0.0152
vM,J,0.0984
vM,J,0.1502
vM,J,0.0034
vM,J,0.043
vM,J,0.0455
vM,J,-0.1051
vM,J,0.088
vM,J,0.0567
vM,J,0.0428
vM,J,-0.0044
vM,J,0.281
vM,J,0.2938
vM,J,0.2462
vM,J,0.1825
vM,J,0.223
vM,J,0.2366
vM,J,0.2143
vM,J,0.1621
vM,J,0.2451
vM,J,0.2266
vM,J,0.2307
vM,J,0.1353
vM,J,0.1114
vM,J,0.1488
vM,J,0.0693
vM,J,0.1169
vM,J,0.1126
vM,J,0.1699
vM,J,0.1715
vM,J,0.0902
vM,J,0.0611
vM,J,0.0586
vM,J,0.0817
vM,J,0.0554
vM,J,0.0288
vM,J,0.1185
vM,J,0.1144
vM,J,0.0804
vM,J,0.0253
vM,J,0.009
vM,J,0.0177
vM,J,0.0266
vM,J,-0.006
vM,J,0.0527
vM,J,-0.0119
vM,J,0.0333
vM,J,0.2227
vM,J,0.2074
vM,J,0.1972
vM,J,0.2044
vM,J,0.1486
vM,J,0.1886
vM,J,0.1974
vM,J,0.0746
vM,J,0.165
vM,J,0.1873
vM,J,0.1132
vM,J,0.1918
vM,J,0.1025
vM,J,0.1211
vM,J,0.1103
vM,J,0.057
vM,J,0.1446
vM,J,0.1819
vM,J,0.0233
vM,J,0.1772
vM,J,0.1187
vM,J,0.1056
vM,J,0.0087
vM,J,0.0195
vM,J,0.0936
vM,J,0.0786
vM,J,0.0867
vM,J,0.1172
vM,J,0.011
vM,J,0.0164
vM,J,0.0396
vM,J,-0.1045
vM,J,0.0266
vM,J,-0.0473
vM,J,0.143
vM,J,0.0068
vM,J,0.2154
vM,J,0.239
vM,J,0.1375
vM,J,0.2304
vM,J,0.148
vM,J,0.1691
vM,J,0.1611
vM,J,0.122
vM,J,0.2283
vM,J,0.2971
vM,J,0.3166
vM,J,0.1329
vM,J,0.2334
vM,J,0.1403
vM,J,0.1293
vM,J,0.1016
vM,J,0.1234
vM,J,0.2315
vM,J,0.2593
vM,J,0.3137
vM,J,0.0952
vM,J,0.0974
vM,J,0.0948
vM,J,0.1255
vM,J,0.09
vM,J,0.2672
vM,J,0.0466
vM,J,0.0764
vM,J,-0.06
vM,J,0.08
vM,J,-0.0648
vM,J,-0.0163
vM,J,0.0777
vM,J,0.061
vM,J,0.126
vM,J,0.1124
vM,J,0.3281
vM,J,0.3335
vM,J,0.2852
vM,J,0.3826
vM,J,0.2763
vM,J,0.3003
vM,J,0.2814
vM,J,0.3486
vM,J,0.4086
vM,J,0.343
vM,J,0.2052
vM,J,0.2097
vM,J,0.1654
vM,J,0.1541
vM,J,0.1546
vM,J,0.154
vM,J,0.2447
vM,J,0.1563
vM,J,0.0879
vM,J,0.101
vM,J,0.2867
vM,J,0.1701
vM,J,0.0879
vM,J,0.1227
vM,J,0.103
vM,J,0.1774
vM,J,0.2407
vM,J,0.1353
vM,J,0.0871
vM,J,0.157
vM,J,0.1783
vM,J,-0.1002
vM,J,0.1671
vM,J,0.1008
vM,J,0.0537
vM,J,0.131
vM,J,0.3232
vM,J,0.2524
vM,J,0.3264
vM,J,0.2944
vM,J,0.2694
vM,J,0.241
vM,J,0.2934
vM,J,0.3078
vM,J,0.2978
vM,J,0.2057
vM,J,0.2933
vM,J,0.2896
vM,J,0.2181
vM,J,0.181
vM,J,0.1431
vM,J,0.1376
vM,J,0.1673
vM,J,0.2014
vM,J,0.1349
vM,J,0.1673
vM,J,0.1667
vM,J,0.1307
vM,J,0.1389
vM,J,0.112
vM,J,0.165
vM,J,0.1256
vM,J,0.1382
vM,J,0.1584
vM,J,0.094
vM,J,0.2105
vM,J,0.1397
vM,J,0.1531
vM,J,0.1076
vM,J,0.0917
vM,J,0.0721
vM,J,0.0674
vM,J,0.3555
vM,J,0.3321
vM,J,0.3028
vM,J,0.3705
vM,J,0.271
vM,J,0.3817
vM,J,0.2614
vM,J,0.2824
vM,J,0.3307
vM,J,0.3233
vM,J,0.2646
vM,J,0.338
vM,J,0.2056
vM,J,0.2302
vM,J,0.2053
vM,J,0.2085
vM,J,0.2345
vM,J,0.2378
vM,J,0.1574
vM,J,0.1851
vM,J,0.1366
vM,J,0.2001
vM,J,0.1642
vM,J,0.1534
vM,J,0.1393
vM,J,0.0777
vM,J,0.1779
vM,J,0.1707
vM,J,0.102
vM,J,0.1803
vM,J,0.1436
vM,J,0.0893
vM,J,0.1234
vM,J,0.1414
vM,J,0.0892
vM,J,0.0994
vM,J,0.2577
vM,J,0.3149
vM,J,0.2612
vM,J,0.2913
vM,J,0.1698
vM,J,0.3045
vM,J,0.2453
vM,J,0.2077
vM,J,0.2585
vM,J,0.2543
vM,J,0.2623
vM,J,0.2926
vM,J,0.2071
vM,J,0.2126
vM,J,0.302
vM,J,0.2058
vM,J,0.2988
vM,J,0.2182
vM,J,0.1796
vM,J,0.126
vM,J,0.1342
vM,J,0.1914
vM,J,0.1855
vM,J,0.1228
vM,J,0.1862
vM,J,0.1427
vM,J,0.2388
vM,J,0.147
vM,J,0.0335
vM,J,0.0751
vM,J,0.0865
vM,J,0.0684
vM,J,0.1108
vM,J,0.0279
vM,J,0.0207
vM,J,0.1575
vM,J,0.3427
vM,J,0.3626
vM,J,0.3443
vM,J,0.3757
vM,J,0.3051
vM,J,0.3327
vM,J,0.3185
vM,J,0.2799
vM,J,0.2621
vM,J,0.1994
vM,J,0.332
vM,J,0.4263
vM,J,0.2318
vM,J,0.1806
vM,J,0.1421
vM,J,0.1658
vM,J,0.2185
vM,J,0.3417
vM,J,0.1802
vM,J,0.2421
vM,J,0.1214
vM,J,0.155
vM,J,0.1914
vM,J,0.1534
vM,J,0.2779
vM,J,0.1849
vM,J,0.2423
vM,J,0.1647
vM,J,0.1866
vM,J,0.0568
vM,J,0.0774
vM,J,0.1057
vM,J,0.0585
vM,J,0.0744
vM,J,0.119
vM,J,0.0689
vM,J,0.2611
vM,J,0.2009
vM,J,0.4024
vM,J,0.3215
vM,J,0.2627
vM,J,0.2784
vM,J,0.2719
vM,J,0.2841
vM,J,0.2929
vM,J,0.3026
vM,J,0.3029
vM,J,0.3501
vM,J,0.1866
vM,J,0.1856
vM,J,0.1974
vM,J,0.1762
vM,J,0.2523
vM,J,0.1424
vM,J,0.2482
vM,J,0.1469
vM,J,0.1201
vM,J,0.132
vM,J,0.2191
vM,J,0.1465
vM,J,0.2383
vM,J,0.1789
vM,J,0.1534
vM,J,0.1606
vM,J,0.1459
vM,J,0.0892
vM,J,0.1221
vM,J,0.1032
vM,J,0.1576
vM,J,0.151
vM,J,0.1726
vM,J,0.0811
vM,J,0.2658
vM,J,0.1873
vM,J,0.3087
vM,J,0.2463
vM,J,0.2806
vM,J,0.1945
vM,J,0.2531
vM,J,0.2307
vM,J,0.2535
vM,J,0.3031
vM,J,0.2528
vM,J,0.3014
vM,J,0.2096
vM,J,0.1496
vM,J,0.1746
vM,J,0.1187
vM,J,0.195
vM,J,0.171
vM,J,0.1917
vM,J,0.2157
vM,J,0.1689
vM,J,0.1773
vM,J,0.1658
vM,J,0.1087
vM,J,0.1778
vM,J,0.2093
vM,J,0.2506
vM,J,0.1769
vM,J,0.1224
vM,J,0.1493
vM,J,0.1163
vM,J,0.1253
vM,J,0.0907
vM,J,0.1411
vM,J,0.1342
vM,J,0.0816
vM,J,-0.0266
vM,J,-0.1597
vM,J,-0.0031
vM,J,-0.1276
vM,J,0.1492
vM,J,0.125
vM,J,0.0888
vM,J,0.155
vM,J,0.2392
vM,J,0.2667
vM,J,0.1679
vM,J,0.221
vM,J,0.2076
vM,J,0.2337
vM,J,0.1565
vM,J,0.1976
vM,J,0.2107
vM,J,0.2723
vM,J,0.1885
vM,J,0.2942
vM,J,0.1578
vM,J,0.2333
vM,J,0.1365
vM,J,0.227
vM,J,0.1597
vM,J,0.1846
vM,J,0.1409
vM,J,0.2083
vM,J,0.0667
vM,J,0.0275
vM,J,0.0665
vM,J,0.095
vM,J,-0.0263
vM,J,0.0147
vM,J,-0.0114
vM,J,0.0494
vM,J,-0.6661
vM,J,-0.7465
vM,J,-0.9913
vM,J,-0.953
vM,J,0.1552
vM,J,0.0505
vM,J,0.0406
vM,J,-0.029
vM,J,0.3422
vM,J,0.3008
vM,J,0.2397
vM,J,0.1839
vM,J,0.362
vM,J,0.2866
vM,J,0.3318
vM,J,0.3772
vM,J,0.3173
vM,J,0.3438
vM,J,0.2492
vM,J,0.2692
vM,J,0.1866
vM,J,0.1766
vM,J,0.1534
vM,J,0.213
vM,J,0.2404
vM,J,0.2226
vM,J,0.1047
vM,J,0.1987
vM,J,0.1362
vM,J,0.1016
vM,J,0.1377
vM,J,0.2045
vM,J,0.1904
vM,J,0.0859
vM,J,0.1952
vM,J,0.1358
vM,J,-0.3721
vM,J,-0.216
vM,J,-0.3645
vM,J,-0.2028
vM,J,0.1658
vM,J,0.2342
vM,J,0.0962
vM,J,0.2029
vM,J,0.2203
vM,J,0.2724
vM,J,0.2425
vM,J,0.3074
vM,J,0.2397
vM,J,0.2424
vM,J,0.2453
vM,J,0.2281
vM,J,0.209
vM,J,0.2661
vM,J,0.2803
vM,J,0.2139
vM,J,0.1489
vM,J,0.1843
vM,J,0.1792
vM,J,0.199
vM,J,0.1383
vM,J,0.1576
vM,J,0.1898
vM,J,0.1933
vM,J,0.1129
vM,J,0.1262
vM,J,0.1538
vM,J,0.1376
vM,J,0.1417
vM,J,0.133
vM,J,0.2148
vM,J,0.1679
vM,J,-0.4646
vM,J,-0.7327
vM,J,-0.3817
vM,J,-0.6421
vM,J,0.1655
vM,J,0.0856
vM,J,0.1435
vM,J,0.0885
vM,J,0.3062
vM,J,0.3049
vM,J,0.2401
vM,J,0.2684
vM,J,0.3439
vM,J,0.3506
vM,J,0.3301
vM,J,0.3375
vM,J,0.3819
vM,J,0.3504
vM,J,0.351
vM,J,0.3474
vM,J,0.2891
vM,J,0.2901
vM,J,0.2847
vM,J,0.3258
vM,J,0.2383
vM,J,0.2228
vM,J,0.2272
vM,J,0.2027
vM,J,0.0728
vM,J,0.1415
vM,J,0.0882
vM,J,0.1737
vM,J,0.1261
vM,J,0.1551
vM,J,0.1527
vM,J,0.1425
vM,J,-0.2567
vM,J,-0.3597
vM,J,-0.1704
vM,J,-0.2947
vM,J,0.1146
vM,J,0.0986
vM,J,0.1079
vM,J,0.0832
vM,J,0.2593
vM,J,0.2653
vM,J,0.242
vM,J,0.2941
vM,J,0.2607
vM,J,0.3134
vM,J,0.2431
vM,J,0.2874
vM,J,0.3473
vM,J,0.3863
vM,J,0.3034
vM,J,0.3009
vM,J,0.2827
vM,J,0.303
vM,J,0.261
vM,J,0.3
vM,J,0.257
vM,J,0.2222
vM,J,0.2492
vM,J,0.2743
vM,J,0.11
vM,J,0.0615
vM,J,0.1213
vM,J,0.0954
vM,J,0.0581
vM,J,0.0663
vM,J,0.0819
vM,J,0.1026
vM,J,-0.7493
vM,J,-0.7021
vM,J,-0.8648
vM,J,-0.9781
vM,J,0.1125
vM,J,0.1178
vM,J,0.0561
vM,J,0.0116
vM,J,0.343
vM,J,0.2501
vM,J,0.2732
vM,J,0.2822
vM,J,0.3775
vM,J,0.3616
vM,J,0.301
vM,J,0.3034
vM,J,0.3795
vM,J,0.3205
vM,J,0.355
vM,J,0.3218
vM,J,0.2811
vM,J,0.2908
vM,J,0.2419
vM,J,0.3048
vM,J,0.2398
vM,J,0.2276
vM,J,0.2281
vM,J,0.1734
vM,J,0.115
vM,J,0.0638
vM,J,0.1151
vM,J,0.2061
vM,J,0.1459
vM,J,0.1305
vM,J,0.1601
vM,J,0.1299
vM,J,-0.72
vM,J,-0.5558
vM,J,-0.8326
vM,J,-0.6343
vM,J,0.0449
vM,J,0.1215
vM,J,-0.0169
vM,J,0.0389
vM,J,0.1586
vM,J,0.2672
vM,J,0.2416
vM,J,0.2515
vM,J,0.3077
vM,J,0.2226
vM,J,0.2705
vM,J,0.2708
vM,J,0.2299
vM,J,0.2702
vM,J,0.2327
vM,J,0.2627
vM,J,0.2752
vM,J,0.1576
vM,J,0.2009
vM,J,0.2046
vM,J,0.2035
vM,J,0.2391
vM,J,0.2455
vM,J,0.1474
vM,J,0.2385
vM,J,0.0895
vM,J,0.1214
vM,J,0.1667
vM,J,0.2088
vM,J,0.1577
vM,J,0.2134
vM,J,0.2184
vM,J,-0.1146
vM,J,0.0464
vM,J,-0.1062
vM,J,0.0265
vM,J,0.2838
vM,J,0.2934
vM,J,0.2241
vM,J,0.2435
vM,J,0.3125
vM,J,0.2439
vM,J,0.3061
vM,J,0.2835
vM,J,0.1993
vM,J,0.2381
vM,J,0.2525
vM,J,0.2511
vM,J,0.2126
vM,J,0.2122
vM,J,0.228
vM,J,0.273
vM,J,0.1811
vM,J,0.227
vM,J,0.1928
vM,J,0.231
vM,J,0.2508
vM,J,0.2639
vM,J,0.1687
vM,J,0.2301
vM,J,0.1364
vM,J,0.0835
vM,J,0.1787
vM,J,0.2334
vM,J,0.0914
vM,J,0.0587
vM,J,0.1072
vM,J,0.1435
vM,J,0.0678
vM,J,-0.0108
vM,J,0.1453
vM,J,0.0769
vM,J,0.0851
vM,J,0.1236
vM,J,0.1406
vM,J,0.1456
vM,J,0.2112
vM,J,0.1707
vM,J,0.1945
vM,J,0.2021
vM,J,0.1614
vM,J,0.1605
vM,J,0.1363
vM,J,0.177
vM,J,0.1892
vM,J,0.2129
vM,J,0.1569
vM,J,0.2682
vM,J,0.1386
vM,J,0.2442
vM,J,0.1174
vM,J,0.1909
vM,J,0.1706
vM,J,0.1896
vM,J,0.1309
vM,J,0.1431
vM,J,0.0842
vM,J,0.0454
vM,J,-0.0023
vM,J,0.0961
vM,J,0.0025
vM,J,0.0408
vM,J,0.064
vM,J,0.0035
vM,J,-0.9565
vM,J,-0.8303
vM,J,-0.5495
vM,J,-0.5123
vM,J,0.0661
vM,J,0.0628
vM,J,0.2477
vM,J,0.1207
vM,J,0.3417
vM,J,0.2288
vM,J,0.28
vM,J,0.3482
vM,J,0.3494
vM,J,0.2747
vM,J,0.227
vM,J,0.3359
vM,J,0.2657
vM,J,0.2741
vM,J,0.2607
vM,J,0.3734
vM,J,0.329
vM,J,0.256
vM,J,0.2805
vM,J,0.2204
vM,J,0.2416
vM,J,0.1591
vM,J,0.2429
vM,J,0.1604
vM,J,0.2571
vM,J,0.1862
vM,J,0.1786
vM,J,0.14
vM,J,0.1619
vM,J,0.1882
vM,J,0.2624
vM,J,0.2735
vM,J,-0.3596
vM,J,-0.1563
vM,J,-0.2261
vM,J,0.019
vM,J,0.0676
vM,J,0.1712
vM,J,0.1055
vM,J,0.125
vM,J,0.2657
vM,J,0.2889
vM,J,0.276
vM,J,0.2784
vM,J,0.271
vM,J,0.2426
vM,J,0.2866
vM,J,0.2383
vM,J,0.2832
vM,J,0.1855
vM,J,0.2462
vM,J,0.2418
vM,J,0.2427
vM,J,0.1811
vM,J,0.2463
vM,J,0.1224
vM,J,0.2133
vM,J,0.1883
vM,J,0.2098
vM,J,0.1249
vM,J,0.1695
vM,J,0.1231
vM,J,0.1781
vM,J,0.117
vM,J,0.1638
vM,J,0.2015
vM,J,0.2372
vM,J,0.1917
vM,J,-0.2659
vM,J,-0.4567
vM,J,-0.0643
vM,J,-0.2429
vM,J,0.1526
vM,J,0.1349
vM,J,0.1673
vM,J,0.1098
vM,J,0.2534
vM,J,0.2413
vM,J,0.2609
vM,J,0.3225
vM,J,0.2869
vM,J,0.3126
vM,J,0.2581
vM,J,0.3261
vM,J,0.321
vM,J,0.3733
vM,J,0.3314
vM,J,0.3255
vM,J,0.2645
vM,J,0.2834
vM,J,0.2591
vM,J,0.2542
vM,J,0.1807
vM,J,0.2512
vM,J,0.2155
vM,J,0.2152
vM,J,0.1572
vM,J,0.1232
vM,J,0.133
vM,J,0.1882
vM,J,0.1435
vM,J,0.1945
vM,J,0.1456
vM,J,0.1083
vM,J,-0.0556
vM,J,-0.161
vM,J,0.0737
vM,J,0.0132
vM,J,0.1222
vM,J,0.0903
vM,J,0.1929
vM,J,0.1389
vM,J,0.2509
vM,J,0.2195
vM,J,0.2212
vM,J,0.2381
vM,J,0.2114
vM,J,0.2156
vM,J,0.2433
vM,J,0.2737
vM,J,0.2793
vM,J,0.3232
vM,J,0.2458
vM,J,0.28
vM,J,0.2691
vM,J,0.2961
vM,J,0.1726
vM,J,0.2662
vM,J,0.1542
vM,J,0.2755
vM,J,0.2084
vM,J,0.1854
vM,J,0.0485
vM,J,0.1486
vM,J,0.0913
vM,J,0.1105
vM,J,0.0724
vM,J,0.1091
vM,J,0.0745
vM,J,0.107
vM,J,-0.5978
vM,J,-0.8151
vM,J,-0.3513
vM,J,-0.3535
vM,J,0.0587
vM,J,0.1451
vM,J,0.213
vM,J,0.206
vM,J,0.3316
vM,J,0.3281
vM,J,0.2812
vM,J,0.3522
vM,J,0.2878
vM,J,0.2246
vM,J,0.226
vM,J,0.3536
vM,J,0.3813
vM,J,0.3448
vM,J,0.3321
vM,J,0.3314
vM,J,0.2559
vM,J,0.3118
vM,J,0.2866
vM,J,0.2615
vM,J,0.245
vM,J,0.2614
vM,J,0.2809
vM,J,0.3034
vM,J,0.2045
vM,J,0.188
vM,J,0.1369
vM,J,0.1163
vM,J,0.1796
vM,J,0.1679
vM,J,0.0505
vM,J,0.0561
vM,J,-0.7051
vM,J,-0.536
vM,J,-0.4634
vM,J,-0.3854
vM,J,0.082
vM,J,0.1045
vM,J,0.0953
vM,J,0.1309
vM,J,0.3132
vM,J,0.2801
vM,J,0.3087
vM,J,0.3425
vM,J,0.3343
vM,J,0.3016
vM,J,0.2918
vM,J,0.2916
vM,J,0.2983
vM,J,0.3332
vM,J,0.3041
vM,J,0.3509
vM,J,0.2005
vM,J,0.2058
vM,J,0.29
vM,J,0.2144
vM,J,0.2083
vM,J,0.1869
vM,J,0.1166
vM,J,0.2413
vM,J,0.1899
vM,J,0.2279
vM,J,0.1737
vM,J,0.1794
vM,J,0.2658
vM,J,0.205
vM,J,0.2083
vM,J,0.216
vM,J,-0.0499
vM,J,0.0417
vM,J,0.0432
vM,J,0.0374
vM,J,0.1736
vM,J,0.212
vM,J,0.147
vM,J,0.1791
vM,J,0.2564
vM,J,0.2588
vM,J,0.2229
vM,J,0.2689
vM,J,0.2064
vM,J,0.2195
vM,J,0.2081
vM,J,0.2074
vM,J,0.2998
vM,J,0.2767
vM,J,0.2638
vM,J,0.2371
vM,J,0.1643
vM,J,0.2346
vM,J,0.1392
vM,J,0.2059
vM,J,0.1258
vM,J,0.2318
vM,J,0.13
vM,J,0.2059
vM,J,0.1212
vM,J,0.1449
vM,J,0.1622
vM,J,0.1673
vM,J,0.1133
vM,J,0.141
vM,J,0.1614
vM,J,0.2243
vM,J,-0.031
vM,J,-0.2149
vM,J,0.205
vM,J,0.1761
vM,J,0.2893
vM,J,0.2919
vM,J,0.3202
vM,J,0.2998
vM,J,0.2856
vM,J,0.3325
vM,J,0.2753
vM,J,0.2666
vM,J,0.2045
vM,J,0.1421
vM,J,0.0863
vM,J,0.0177
vM,J,-0.0063
vM,J,0.0336
vM,J,0.1696
vM,J,0.1359
vM,J,-0.2125
vM,J,-0.2511
vM,J,0.4515
vM,J,0.5304
vM,J,0.3736
vM,J,0.3
vM,J,0.5381
vM,J,0.3933
vM,J,0.5192
vM,J,0.28
vM,J,0.4209
vM,J,0.3475
vM,J,0.2883
vM,J,0.3906
vM,J,0.3619
vM,J,0.3112
vM,J,0.359
vM,J,0.3159
vM,J,0.2159
vM,J,0.2016
vM,J,0.1579
vM,J,0.2581
vM,J,0.2088
vM,J,0.1636
vM,J,0.2081
vM,J,0.2176
vM,J,0.085
vM,J,0.0625
vM,J,0.0866
vM,J,0.0715
vM,J,0.047
vM,J,0.0795
vM,J,-0.0079
vM,J,0.1255
vM,J,0.1474
vM,J,0.1175
vM,J,-0.1865
vM,J,-0.1528
vM,J,0.4364
vM,J,0.4079
vM,J,0.2476
vM,J,0.3101
vM,J,0.3632
vM,J,0.3645
vM,J,0.4293
vM,J,0.3258
vM,J,0.249
vM,J,0.196
vM,J,0.282
vM,J,0.1966
vM,J,0.1918
vM,J,0.1849
vM,J,0.2042
vM,J,0.2062
vM,J,0.1011
vM,J,0.0575
vM,J,0.0574
vM,J,0.1268
vM,J,0.0858
vM,J,0.0985
vM,J,0.0551
vM,J,0.1219
vM,J,0.0749
vM,J,0.0855
vM,J,0.0547
vM,J,0.0741
vM,J,0.1031
vM,J,0.0662
vM,J,0.1187
vM,J,0.1071
vM,J,-0.3579
vM,J,-0.3023
vM,J,-0.5075
vM,J,-0.5493
vM,J,0.1845
vM,J,0.325
vM,J,0.1433
vM,J,0.1624
vM,J,0.3856
vM,J,0.4453
vM,J,0.3513
vM,J,0.4033
vM,J,0.4631
vM,J,0.4259
vM,J,0.4298
vM,J,0.4018
vM,J,0.4274
vM,J,0.496
vM,J,0.3924
vM,J,0.4092
vM,J,0.3466
vM,J,0.304
vM,J,0.3374
vM,J,0.3331
vM,J,0.2198
vM,J,0.1738
vM,J,0.1375
vM,J,0.1974
vM,J,0.0979
vM,J,0.0619
vM,J,0.1096
vM,J,0.1185
vM,J,0.0395
vM,J,0.0677
vM,J,0.071
vM,J,0.122
vM,J,-0.2408
vM,J,-0.3468
vM,J,-0.2824
vM,J,-0.4069
