type,method,difference
CF,F,-0.3079
CF,F,0.0967
CF,F,0.0585
CF,F,0.1092
CF,F,0.0669
CF,F,0.2435
CF,F,0.2302
CF,F,0.2437
CF,F,0.2777
CF,F,0.2466
CF,F,0.2792
CF,F,0.2461
CF,F,0.2729
CF,F,0.3344
CF,F,0.3639
CF,F,0.3107
CF,F,0.2949
CF,F,0.2861
CF,F,0.2958
CF,F,0.2748
CF,F,0.3077
CF,F,0.3117
CF,F,0.2533
CF,F,0.2697
CF,F,0.2635
CF,F,0.1292
CF,F,0.057
CF,F,0.1438
CF,F,0.0774
CF,F,0.0573
CF,F,0.0651
CF,F,0.0814
CF,F,0.1001
CF,F,-0.7584
CF,F,-0.7343
CF,F,-0.8479
CF,F,-0.9732
CF,F,0.0521
CF,F,0.0523
CF,F,0.0654
CF,F,0.0042
CF,F,0.2953
CF,F,0.2151
CF,F,0.2832
CF,F,0.2779
CF,F,0.3583
CF,F,0.3486
CF,F,0.3151
CF,F,0.308
CF,F,0.383
CF,F,0.3481
CF,F,0.3791
CF,F,0.3625
CF,F,0.3141
CF,F,0.3183
CF,F,0.2872
CF,F,0.3657
CF,F,0.2996
CF,F,0.2738
CF,F,0.2506
CF,F,0.215
CF,F,0.0741
CF,F,0.0439
CF,F,0.0862
CF,F,0.1877
CF,F,0.14
CF,F,0.1269
CF,F,0.1539
CF,F,0.1225
CF,F,-0.7339
CF,F,-0.5735
CF,F,-0.8308
CF,F,-0.6326
CF,F,-0.0247
CF,F,0.0503
CF,F,-0.0226
CF,F,0.0253
CF,F,0.1448
CF,F,0.2216
CF,F,0.2355
CF,F,0.2315
CF,F,0.3276
CF,F,0.2009
CF,F,0.2921
CF,F,0.2533
CF,F,0.2618
CF,F,0.3123
CF,F,0.2707
CF,F,0.2814
CF,F,0.3181
CF,F,0.2175
CF,F,0.2489
CF,F,0.2757
CF,F,0.2316
CF,F,0.2874
CF,F,0.286
CF,F,0.2015
CF,F,0.2827
CF,F,0.1141
CF,F,0.1495
CF,F,0.1793
CF,F,0.1985
CF,F,0.1501
CF,F,0.2059
CF,F,0.2103
CF,F,-0.1158
CF,F,0.0425
CF,F,-0.1053
CF,F,0.0257
CF,F,0.2444
CF,F,0.2688
CF,F,0.2093
CF,F,0.2251
CF,F,0.2628
CF,F,0.201
CF,F,0.2761
CF,F,0.2546
CF,F,0.1615
CF,F,0.2018
CF,F,0.2228
CF,F,0.2233
CF,F,0.1862
CF,F,0.1834
CF,F,0.2025
CF,F,0.2458
CF,F,0.1593
CF,F,0.1992
CF,F,0.1671
CF,F,0.2034
CF,F,0.225
CF,F,0.2335
CF,F,0.1562
CF,F,0.2003
CF,F,0.1586
CF,F,0.0991
CF,F,0.1592
CF,F,0.186
CF,F,0.0946
CF,F,0.0607
CF,F,0.0875
CF,F,0.1413
CF,F,0.0802
CF,F,0.0043
CF,F,0.1638
CF,F,0.0977
CF,F,0.1258
CF,F,0.1444
CF,F,0.1738
CF,F,0.1717
CF,F,0.2488
CF,F,0.1966
CF,F,0.2346
CF,F,0.231
CF,F,0.2028
CF,F,0.1885
CF,F,0.1785
CF,F,0.2077
CF,F,0.2326
CF,F,0.2433
CF,F,0.2046
CF,F,0.3006
CF,F,0.1916
CF,F,0.2767
CF,F,0.1714
CF,F,0.2304
CF,F,0.2209
CF,F,0.2493
CF,F,0.1886
CF,F,0.1699
CF,F,0.122
CF,F,0.0577
CF,F,-0.0023
CF,F,0.0897
CF,F,0.0021
CF,F,0.0408
CF,F,0.0647
CF,F,0.0042
CF,F,-0.9552
CF,F,-0.8328
CF,F,-0.5507
CF,F,-0.5146
CF,F,0.0677
CF,F,0.0606
CF,F,0.2501
CF,F,0.1174
CF,F,0.3418
CF,F,0.2298
CF,F,0.2806
CF,F,0.3451
CF,F,0.3563
CF,F,0.2866
CF,F,0.2504
CF,F,0.3568
CF,F,0.3202
CF,F,0.3165
CF,F,0.304
CF,F,0.4117
CF,F,0.3994
CF,F,0.3187
CF,F,0.3386
CF,F,0.2819
CF,F,0.2956
CF,F,0.2251
CF,F,0.307
CF,F,0.222
CF,F,0.2472
CF,F,0.189
CF,F,0.1575
CF,F,0.1239
CF,F,0.1514
CF,F,0.1767
CF,F,0.2537
CF,F,0.2642
CF,F,-0.366
CF,F,-0.1623
CF,F,-0.2321
CF,F,0.0113
CF,F,0.0511
CF,F,0.1512
CF,F,0.0992
CF,F,0.1135
CF,F,0.2557
CF,F,0.2703
CF,F,0.2672
CF,F,0.2613
CF,F,0.2454
CF,F,0.2066
CF,F,0.2472
CF,F,0.2052
CF,F,0.2732
CF,F,0.1674
CF,F,0.2399
CF,F,0.2236
CF,F,0.2602
CF,F,0.1855
CF,F,0.2687
CF,F,0.14
CF,F,0.2793
CF,F,0.2093
CF,F,0.2643
CF,F,0.17
CF,F,0.1501
CF,F,0.1161
CF,F,0.1807
CF,F,0.1464
CF,F,0.1583
CF,F,0.1971
CF,F,0.2294
CF,F,0.1836
CF,F,-0.2811
CF,F,-0.4454
CF,F,-0.0677
CF,F,-0.2249
CF,F,0.1394
CF,F,0.1474
CF,F,0.1677
CF,F,0.129
CF,F,0.2569
CF,F,0.2524
CF,F,0.2691
CF,F,0.3445
CF,F,0.2954
CF,F,0.324
CF,F,0.2726
CF,F,0.3408
CF,F,0.3355
CF,F,0.3873
CF,F,0.3485
CF,F,0.3476
CF,F,0.3052
CF,F,0.3124
CF,F,0.2997
CF,F,0.2984
CF,F,0.1668
CF,F,0.246
CF,F,0.2308
CF,F,0.1939
CF,F,0.1451
CF,F,0.1094
CF,F,0.1143
CF,F,0.1731
CF,F,0.1422
CF,F,0.1901
CF,F,0.1444
CF,F,0.1062
CF,F,-0.0437
CF,F,-0.159
CF,F,0.0867
CF,F,0.02
CF,F,0.1353
CF,F,0.0896
CF,F,0.208
CF,F,0.1473
CF,F,0.2655
CF,F,0.2199
CF,F,0.2368
CF,F,0.2441
CF,F,0.2272
CF,F,0.2171
CF,F,0.2605
CF,F,0.2848
CF,F,0.2955
CF,F,0.3258
CF,F,0.266
CF,F,0.2933
CF,F,0.2863
CF,F,0.3055
CF,F,0.2125
CF,F,0.2956
CF,F,0.1534
CF,F,0.276
CF,F,0.1974
CF,F,0.1692
CF,F,0.0552
CF,F,0.1352
CF,F,0.081
CF,F,0.1136
CF,F,0.0717
CF,F,0.108
CF,F,0.0737
CF,F,0.1064
CF,F,-0.588
CF,F,-0.8132
CF,F,-0.3453
CF,F,-0.3527
CF,F,0.0727
CF,F,0.1514
CF,F,0.2242
CF,F,0.2123
CF,F,0.3418
CF,F,0.3341
CF,F,0.2954
CF,F,0.3595
CF,F,0.3006
CF,F,0.2495
CF,F,0.2413
CF,F,0.3785
CF,F,0.4129
CF,F,0.384
CF,F,0.3681
CF,F,0.3743
CF,F,0.3054
CF,F,0.3718
CF,F,0.3321
CF,F,0.3113
CF,F,0.2704
CF,F,0.295
CF,F,0.3054
CF,F,0.3531
CF,F,0.1773
CF,F,0.1693
CF,F,0.1162
CF,F,0.1027
CF,F,0.1716
CF,F,0.1564
CF,F,0.0439
CF,F,0.0468
CF,F,-0.7099
CF,F,-0.5321
CF,F,-0.4752
CF,F,-0.3805
CF,F,0.0799
CF,F,0.1044
CF,F,0.0899
CF,F,0.1371
CF,F,0.3081
CF,F,0.2652
CF,F,0.301
CF,F,0.3345
CF,F,0.325
CF,F,0.2694
CF,F,0.2691
CF,F,0.256
CF,F,0.3327
CF,F,0.3374
CF,F,0.334
CF,F,0.3482
CF,F,0.2546
CF,F,0.2721
CF,F,0.3511
CF,F,0.2527
CF,F,0.257
CF,F,0.2642
CF,F,0.2003
CF,F,0.3269
CF,F,0.1901
CF,F,0.2116
CF,F,0.1771
CF,F,0.1689
CF,F,0.2585
CF,F,0.1963
CF,F,0.1997
CF,F,0.205
CF,F,-0.0333
CF,F,0.056
CF,F,0.0523
CF,F,0.0526
CF,F,0.1718
CF,F,0.2082
CF,F,0.1481
CF,F,0.182
CF,F,0.2393
CF,F,0.243
CF,F,0.2165
CF,F,0.2651
CF,F,0.1837
CF,F,0.1998
CF,F,0.1928
CF,F,0.1986
CF,F,0.2733
CF,F,0.2539
CF,F,0.2454
CF,F,0.2244
CF,F,0.1463
CF,F,0.2134
CF,F,0.1473
CF,F,0.1994
CF,F,0.1382
CF,F,0.2036
CF,F,0.1565
CF,F,0.2028
CF,F,0.1476
CF,F,0.1248
CF,F,0.1814
CF,F,0.1648
CF,F,0.1095
CF,F,0.1191
CF,F,0.1536
CF,F,0.2052
CF,F,-0.0677
CF,F,-0.2493
CF,F,0.168
CF,F,0.1401
CF,F,0.2615
CF,F,0.258
CF,F,0.2963
CF,F,0.2679
CF,F,0.2652
CF,F,0.3013
CF,F,0.2681
CF,F,0.254
CF,F,0.2272
CF,F,0.2221
CF,F,0.0663
CF,F,0.0154
CF,F,-0.0086
CF,F,0.0325
CF,F,0.1491
CF,F,0.1305
CF,F,-0.2235
CF,F,-0.2598
CF,F,0.3179
CF,F,0.4549
CF,F,0.24
CF,F,0.1524
CF,F,0.2606
CF,F,0.2133
CF,F,0.2836
CF,F,0.1816
CF,F,0.2884
CF,F,0.2847
CF,F,0.2274
CF,F,0.328
CF,F,0.285
CF,F,0.2807
CF,F,0.3462
CF,F,0.3134
CF,F,0.2252
CF,F,0.2315
CF,F,0.2052
CF,F,0.2933
CF,F,0.3089
CF,F,0.2332
CF,F,0.2792
CF,F,0.2625
CF,F,0.0829
CF,F,0.1189
CF,F,0.0939
CF,F,0.1251
CF,F,0.0463
CF,F,0.0754
CF,F,-0.0096
CF,F,0.1201
CF,F,0.1329
CF,F,0.0978
CF,F,-0.185
CF,F,-0.1524
CF,F,0.2556
CF,F,0.2399
CF,F,0.0938
CF,F,0.2251
CF,F,0.1951
CF,F,0.2349
CF,F,0.2403
CF,F,0.2261
CF,F,0.1923
CF,F,0.1481
CF,F,0.1826
CF,F,0.1542
CF,F,0.2185
CF,F,0.1883
CF,F,0.2179
CF,F,0.1969
CF,F,0.1653
CF,F,0.1078
CF,F,0.1153
CF,F,0.1488
CF,F,0.1703
CF,F,0.1735
CF,F,0.1443
CF,F,0.1643
CF,F,0.0981
CF,F,0.0739
CF,F,0.0634
CF,F,0.0682
CF,F,0.0993
CF,F,0.0631
CF,F,0.1171
CF,F,0.1031
CF,F,-0.4001
CF,F,-0.3429
CF,F,-0.5613
CF,F,-0.5843
CF,F,0.0635
CF,F,0.1433
CF,F,0.0568
CF,F,0.0703
CF,F,0.2701
CF,F,0.3027
CF,F,0.2709
CF,F,0.3061
CF,F,0.3591
CF,F,0.3061
CF,F,0.3617
CF,F,0.3461
CF,F,0.332
CF,F,0.3886
CF,F,0.3428
CF,F,0.3683
CF,F,0.3186
CF,F,0.2942
CF,F,0.3258
CF,F,0.3305
CF,F,0.257
CF,F,0.22
CF,F,0.223
CF,F,0.259
CF,F,0.0813
CF,F,0.075
CF,F,0.0873
CF,F,0.0792
CF,F,0.0371
CF,F,0.062
CF,F,0.0684
CF,F,0.1054
CF,F,-0.2874
CF,F,-0.4
CF,F,-0.3212
CF,F,-0.4479
CF,F,0.0946
CF,F,0.0634
CF,F,0.0751
CF,F,0.0684
CF,F,0.2703
CF,F,0.2809
CF,F,0.2388
CF,F,0.2473
CF,F,0.2634
CF,F,0.3102
CF,F,0.2714
CF,F,0.2707
CF,F,0.3093
CF,F,0.3362
CF,F,0.2959
CF,F,0.3512
CF,F,0.3064
CF,F,0.3081
CF,F,0.2927
CF,F,0.3525
CF,F,0.2664
CF,F,0.2653
CF,F,0.2405
CF,F,0.1147
CF,F,0.0225
CF,F,0.0473
CF,F,0.0707
CF,F,0.0322
CF,F,0.0943
CF,F,0.0665
CF,F,0.0545
CF,F,0.0745
CF,F,-0.2025
CF,F,-0.0845
CF,F,-0.4972
CF,F,-0.3499
CF,F,0.1732
CF,F,0.201
CF,F,0.1194
CF,F,0.1689
CF,F,0.365
CF,F,0.2768
CF,F,0.3109
CF,F,0.2547
CF,F,0.3067
CF,F,0.298
CF,F,0.3352
CF,F,0.2974
CF,F,0.3461
CF,F,0.3289
CF,F,0.3069
CF,F,0.3777
CF,F,0.2738
CF,F,0.2917
CF,F,0.3134
CF,F,0.3438
CF,F,0.2562
CF,F,0.2877
CF,F,0.2806
CF,F,0.2767
CF,F,0.1115
CF,F,0.1041
CF,F,0.1136
CF,F,0.1317
CF,F,0.0288
CF,F,0.025
CF,F,0.1376
CF,F,0.0327
CF,F,0.1462
CF,F,0.1861
CF,F,-0.2697
CF,F,-0.2549
CF,F,0.2382
CF,F,0.1914
CF,F,-0.0215
CF,F,0.0477
CF,F,0.1504
CF,F,0.2242
CF,F,0.1533
CF,F,0.2497
CF,F,0.2329
CF,F,0.2569
CF,F,0.2983
CF,F,0.2853
CF,F,0.311
CF,F,0.2406
CF,F,0.3512
CF,F,0.3107
CF,F,0.1908
CF,F,0.2282
CF,F,0.2218
CF,F,0.2353
CF,F,0.2377
CF,F,0.1637
CF,F,0.1965
CF,F,0.1486
CF,F,0.0753
CF,F,0.1024
CF,F,0.2135
CF,F,0.0969
CF,F,0.0698
CF,F,0.1417
CF,F,0.1807
CF,F,0.0376
CF,F,0.1122
CF,F,0.1933
CF,F,-0.0337
CF,F,0.1348
CF,F,0.3008
CF,F,0.2867
CF,F,0.2567
CF,F,0.2786
CF,F,0.2124
CF,F,0.1817
CF,F,0.2061
CF,F,0.2285
CF,F,0.1529
CF,F,0.1481
CF,F,0.1825
CF,F,0.1617
CF,F,0.191
CF,F,0.1567
CF,F,0.2092
CF,F,0.217
CF,F,0.1566
CF,F,0.1418
CF,F,0.1776
CF,F,0.1781
CF,F,0.1431
CF,F,0.123
CF,F,0.1722
CF,F,0.0901
CF,F,0.0302
CF,F,0.0848
CF,F,0.022
CF,F,0.0334
CF,F,0.0475
CF,F,-0.0113
CF,F,0.0779
CF,F,0.0478
CF,F,0.2038
CF,F,0.1782
CF,F,0.1925
CF,F,0.1598
CF,F,0.1566
CF,F,0.1888
CF,F,0.1121
CF,F,0.1373
CF,F,0.1701
CF,F,0.1325
CF,F,0.148
CF,F,0.098
CF,F,0.1323
CF,F,0.1235
CF,F,0.0714
CF,F,0.1558
CF,F,-0.0246
CF,F,-0.0319
CF,F,0.2312
CF,F,0.216
CF,F,0.2865
CF,F,0.2867
CF,F,0.2137
CF,F,0.2514
CF,F,0.2281
CF,F,0.1865
CF,F,0.1534
CF,F,0.1485
CF,F,0.0817
CF,F,0.083
CF,F,0.0753
CF,F,0.1027
CF,F,0.0546
CF,F,0.1077
CF,F,0.0501
CF,F,0.0676
CF,F,0.0695
CF,F,0.081
CF,F,0.1365
CF,F,0.3246
CF,F,0.1683
CF,F,-0.0303
CF,F,0.0753
CF,F,0.1473
CF,F,0.0918
CF,F,-0.005
CF,F,0.0346
CF,F,0.008
CF,F,0.1441
CF,F,0.128
CF,F,-0.1336
CF,F,-0.0553
CF,F,0.1256
CF,F,0.0906
CF,F,0.1885
CF,F,0.2216
CF,F,0.1215
CF,F,0.1966
CF,F,0.1642
CF,F,0.2496
CF,F,0.1607
CF,F,0.1599
CF,F,0.2194
CF,F,0.1035
CF,F,0.0906
CF,F,0.1661
CF,F,0.1265
CF,F,0.1744
CF,F,0.1289
CF,F,0.1427
CF,F,0.0481
CF,F,0.0989
CF,F,0.2085
CF,F,0.1905
CF,F,0.2113
CF,F,0.1682
CF,F,0.1702
CF,F,0.1782
CF,F,0.145
CF,F,0.1642
CF,F,0.1567
CF,F,0.2011
CF,F,0.1048
CF,F,0.1004
CF,F,0.1948
CF,F,0.1887
CF,F,0.1184
CF,F,0.1001
CF,F,-0.0406
CF,F,-0.0346
CF,F,0.2117
CF,F,0.2411
CF,F,0.2448
CF,F,0.2402
CF,F,0.2435
CF,F,0.2278
CF,F,0.1996
CF,F,0.2374
CF,F,0.1652
CF,F,0.183
CF,F,0.1362
CF,F,0.1258
CF,F,0.1462
CF,F,0.0704
CF,F,0.127
CF,F,0.1191
CF,F,0.0675
CF,F,0.0437
CF,F,0.1452
CF,F,0.1555
CF,F,0.1413
CF,F,0.1234
CF,F,0.2573
CF,F,0.2027
CF,F,0.0947
CF,F,0.045
CF,F,0.043
CF,F,0.1368
CF,F,0.0864
CF,F,0.1085
CF,F,0.067
CF,F,0.0354
CF,F,0.0732
CF,F,0.0609
CF,F,0.0811
CF,F,0.0495
CF,F,0.2219
CF,F,0.1585
CF,F,-0.0532
CF,F,0.1522
CF,F,0.1923
CF,F,0.0338
CF,F,0.1661
CF,F,0.1752
CF,F,0.1052
CF,F,0.0966
CF,F,0.0804
CF,F,0.0768
CF,F,0.0924
CF,F,0.0503
CF,F,0.0043
CF,F,-0.0398
CF,F,-0.1727
CF,F,0.0025
CF,F,0.1746
CF,F,0.1551
CF,F,0.1721
CF,F,0.2272
CF,F,0.2812
CF,F,0.287
CF,F,0.2277
CF,F,0.2002
CF,F,0.2241
CF,F,0.2282
CF,F,0.1813
CF,F,0.2453
CF,F,0.1446
CF,F,0.0882
CF,F,0.1043
CF,F,0.1098
CF,F,0.067
CF,F,0.1343
CF,F,0.2217
CF,F,0.1458
CF,F,0.231
CF,F,0.1573
CF,F,0.2608
CF,F,0.1537
CF,F,0.1051
CF,F,0.2106
CF,F,0.1185
CF,F,0.126
CF,F,0.1854
CF,F,0.1463
CF,F,0.175
CF,F,0.1941
CF,F,0.1336
CF,F,0.0711
CF,F,-0.0346
CF,F,0.0601
CF,F,0.1558
CF,F,0.1392
CF,F,0.1908
CF,F,0.1398
CF,F,0.1149
CF,F,0.0082
CF,F,0.2117
CF,F,0.1702
CF,F,0.1454
CF,F,0.0623
CF,F,0.1367
CF,F,0.1077
CF,F,0.0521
CF,F,0.0068
CF,F,-0.0134
CF,F,-0.0513
CF,F,0.0867
CF,F,0.0147
CF,F,0.1896
CF,F,0.2455
CF,F,0.2488
CF,F,0.2098
CF,F,0.2234
CF,F,0.1264
CF,F,0.203
CF,F,0.2767
CF,F,0.2221
CF,F,0.1865
CF,F,0.2297
CF,F,0.2015
CF,F,0.1922
CF,F,0.2964
CF,F,-0.0014
CF,F,0.1292
CF,F,0.1164
CF,F,0.0418
CF,F,0.2168
CF,F,0.1875
CF,F,0.2678
CF,F,0.2174
CF,F,0.2661
CF,F,0.2409
CF,F,0.2176
CF,F,0.2225
CF,F,0.2493
CF,F,0.2411
CF,F,0.2222
CF,F,0.2453
CF,F,0.1054
CF,F,0.1753
CF,F,0.0606
CF,F,0.0576
CF,F,0.0465
CF,F,0.0476
CF,F,0.1396
CF,F,0.151
CF,F,0.1586
CF,F,0.2159
CF,F,0.269
CF,F,0.2491
CF,F,0.1973
CF,F,0.2075
CF,F,0.236
CF,F,0.1869
CF,F,0.2353
CF,F,0.2316
CF,F,0.2221
CF,F,0.1927
CF,F,0.102
CF,F,0.1397
CF,F,0.1203
CF,F,0.1047
CF,F,0.2962
CF,F,0.2547
CF,F,0.3045
CF,F,0.3379
CF,F,0.2202
CF,F,0.2503
CF,F,0.2281
CF,F,0.1333
CF,F,0.1364
CF,F,0.1828
CF,F,0.1277
CF,F,0.1796
CF,F,0.1318
CF,F,0.0417
CF,F,0.0126
CF,F,0.0707
CF,F,0.0632
CF,F,0.0056
CF,F,0.1835
CF,F,0.028
CF,F,0.2718
CF,F,0.0255
CF,F,0.1442
CF,F,0.1858
CF,F,0.0068
CF,F,-0.0693
CF,F,0.0315
CF,E,0.3289
CF,E,0.318
CF,E,0.1049
CF,E,0.1255
CF,E,0.1953
CF,E,0.1429
CF,E,0.2358
CF,E,0.4554
CF,E,0.4032
CF,E,0.3192
CF,E,0.3449
CF,E,0.2704
CF,E,0.4171
CF,E,0.3161
CF,E,0.3598
CF,E,0.3291
CF,E,0.3052
CF,E,0.2747
CF,E,0.3363
CF,E,0.2951
CF,E,0.3013
CF,E,0.2375
CF,E,0.3265
CF,E,0.3219
CF,E,0.3734
CF,E,0.3557
CF,E,0.3566
CF,E,0.316
CF,E,0.014
CF,E,0.0938
CF,E,0.0481
CF,E,0.1943
CF,E,-0.0837
CF,E,-0.055
CF,E,-0.0101
CF,E,0.114
CF,E,0.1592
CF,E,0.25
CF,E,0.1474
CF,E,0.0979
CF,E,0.2631
CF,E,0.2776
CF,E,0.2696
CF,E,0.2857
CF,E,0.2813
CF,E,0.2955
CF,E,0.3181
CF,E,0.2881
CF,E,0.2607
CF,E,0.2388
CF,E,0.2378
CF,E,0.2187
CF,E,0.2292
CF,E,0.249
CF,E,0.2496
CF,E,0.2675
CF,E,0.1936
CF,E,0.1502
CF,E,0.2334
CF,E,0.1804
CF,E,0.2484
CF,E,0.1869
CF,E,0.2575
CF,E,0.2361
CF,E,0.1382
CF,E,0.1309
CF,E,0.1293
CF,E,0.0679
CF,E,-0.0006
CF,E,0.0206
CF,E,0.0083
CF,E,-0.0054
CF,E,-0.0944
CF,E,-0.0013
CF,E,-0.2921
CF,E,-0.2312
CF,E,0.266
CF,E,0.295
CF,E,0.1689
CF,E,0.2046
CF,E,0.4266
CF,E,0.4026
CF,E,0.3737
CF,E,0.3893
CF,E,0.3838
CF,E,0.3673
CF,E,0.4278
CF,E,0.3558
CF,E,0.3171
CF,E,0.3989
CF,E,0.3873
CF,E,0.3968
CF,E,0.3945
CF,E,0.3484
CF,E,0.3863
CF,E,0.3693
CF,E,0.3417
CF,E,0.3593
CF,E,0.2971
CF,E,0.3077
CF,E,0.2713
CF,E,0.2765
CF,E,0.1351
CF,E,0.1724
CF,E,-0.035
CF,E,0.0125
CF,E,0.012
CF,E,0.0455
CF,E,-0.1034
CF,E,-0.1641
CF,E,-0.2361
CF,E,-0.3016
CF,E,0.2405
CF,E,0.2742
CF,E,0.1966
CF,E,0.1518
CF,E,0.3759
CF,E,0.3929
CF,E,0.3558
CF,E,0.3999
CF,E,0.3677
CF,E,0.3583
CF,E,0.3543
CF,E,0.3841
CF,E,0.3474
CF,E,0.3215
CF,E,0.3808
CF,E,0.3649
CF,E,0.3317
CF,E,0.3516
CF,E,0.366
CF,E,0.3906
CF,E,0.3075
CF,E,0.3601
CF,E,0.3104
CF,E,0.3169
CF,E,0.189
CF,E,0.2344
CF,E,0.0256
CF,E,0.1151
CF,E,-0.0548
CF,E,-0.039
CF,E,0.0071
CF,E,0.032
CF,E,0.1146
CF,E,0.2509
CF,E,-0.1125
CF,E,0.0032
CF,E,0.2516
CF,E,0.1243
CF,E,0.2211
CF,E,0.1326
CF,E,0.4478
CF,E,0.3543
CF,E,0.4456
CF,E,0.3394
CF,E,0.3292
CF,E,0.3495
CF,E,0.3588
CF,E,0.3943
CF,E,0.4172
CF,E,0.3526
CF,E,0.4181
CF,E,0.4298
CF,E,0.3695
CF,E,0.36
CF,E,0.3516
CF,E,0.3635
CF,E,0.3628
CF,E,0.303
CF,E,0.3046
CF,E,0.3228
CF,E,0.1481
CF,E,0.091
CF,E,0.1589
CF,E,0.1691
CF,E,-0.053
CF,E,0.1145
CF,E,0.0215
CF,E,0.0611
CF,E,0.3343
CF,E,0.3182
CF,E,0.219
CF,E,0.1766
CF,E,0.303
CF,E,0.2928
CF,E,0.3446
CF,E,0.2882
CF,E,0.3118
CF,E,0.3353
CF,E,0.3401
CF,E,0.291
CF,E,0.2564
CF,E,0.2737
CF,E,0.3203
CF,E,0.2586
CF,E,0.3465
CF,E,0.2329
CF,E,0.2856
CF,E,0.2575
CF,E,0.2416
CF,E,0.1927
CF,E,0.213
CF,E,0.2446
CF,E,0.1738
CF,E,0.2326
CF,E,0.2658
CF,E,0.2034
CF,E,0.0977
CF,E,0.1085
CF,E,0.1186
CF,E,0.1771
CF,E,0.1072
CF,E,0.0574
CF,E,-0.0465
CF,E,0.0696
CF,E,0.2201
CF,E,0.2492
CF,E,0.2441
CF,E,0.3085
CF,E,0.1879
CF,E,0.225
CF,E,0.2361
CF,E,0.2505
CF,E,0.277
CF,E,0.316
CF,E,0.3296
CF,E,0.2524
CF,E,0.2277
CF,E,0.2794
CF,E,0.1718
CF,E,0.248
CF,E,0.3094
CF,E,0.2639
CF,E,0.3558
CF,E,0.3005
CF,E,0.189
CF,E,0.2628
CF,E,0.2349
CF,E,0.2966
CF,E,0.3
CF,E,0.2282
CF,E,0.3251
CF,E,0.1149
CF,E,0.0069
CF,E,0.1052
CF,E,-0.0007
CF,E,0.0244
CF,E,0.0089
CF,E,0.0712
CF,E,0.0464
CF,E,0.1382
CF,E,-0.1222
CF,E,-0.1839
CF,E,0.1155
CF,E,0.0643
CF,E,0.4419
CF,E,0.3142
CF,E,0.3947
CF,E,0.3863
CF,E,0.4164
CF,E,0.3403
CF,E,0.347
CF,E,0.3703
CF,E,0.2884
CF,E,0.2772
CF,E,0.2968
CF,E,0.2785
CF,E,0.3432
CF,E,0.4143
CF,E,0.3789
CF,E,0.5834
CF,E,0.3409
CF,E,0.1921
CF,E,0.2495
CF,E,0.2821
CF,E,0.3604
CF,E,0.2492
CF,E,0.3182
CF,E,0.4435
CF,E,0.1054
CF,E,0.0997
CF,E,0.115
CF,E,0.054
CF,E,0.2605
CF,E,0.1258
CF,E,0.0197
CF,E,0.1866
CF,E,0.0554
CF,E,0.2087
CF,E,0.1946
CF,E,0.2387
CF,E,0.2226
CF,E,0.2276
CF,E,0.247
CF,E,0.2559
CF,E,0.3685
CF,E,0.2804
CF,E,0.378
CF,E,0.3122
CF,E,0.2622
CF,E,0.3069
CF,E,0.2497
CF,E,0.106
CF,E,0.2707
CF,E,0.2375
CF,E,0.2659
CF,E,0.2755
CF,E,0.3155
CF,E,0.2163
CF,E,0.2565
CF,E,0.2187
CF,E,0.3019
CF,E,0.2771
CF,E,0.3602
CF,E,0.2437
CF,E,0.1125
CF,E,0.1421
CF,E,0.1309
CF,E,0.2198
CF,E,0.1581
CF,E,0.2822
CF,E,0.0871
CF,E,0.1286
CF,E,0.2099
CF,E,0.1058
CF,E,0.3607
CF,E,0.3037
CF,E,0.3109
CF,E,0.2858
CF,E,0.3266
CF,E,0.28
CF,E,0.3668
CF,E,0.3877
CF,E,0.3737
CF,E,0.3928
CF,E,0.3083
CF,E,0.378
CF,E,0.3449
CF,E,0.3666
CF,E,0.3449
CF,E,0.3622
CF,E,0.3472
CF,E,0.3765
CF,E,0.3102
CF,E,0.3181
CF,E,0.2738
CF,E,0.324
CF,E,0.1998
CF,E,0.2164
CF,E,0.1529
CF,E,0.2765
CF,E,0.0985
CF,E,0.1346
CF,E,0.1134
CF,E,0.0873
CF,E,0.0842
CF,E,0.1638
CF,E,0.107
CF,E,0.1069
CF,E,0.2506
CF,E,0.2641
CF,E,0.2973
CF,E,0.3427
CF,E,0.2596
CF,E,0.311
CF,E,0.2808
CF,E,0.3533
CF,E,0.3736
CF,E,0.3305
CF,E,0.3206
CF,E,0.3711
CF,E,0.2854
CF,E,0.2894
CF,E,0.262
CF,E,0.2935
CF,E,0.2796
CF,E,0.3926
CF,E,0.3316
CF,E,0.3298
CF,E,0.2802
CF,E,0.2875
CF,E,0.3178
CF,E,0.2753
CF,E,0.2094
CF,E,0.1598
CF,E,0.1337
CF,E,0.1913
CF,E,0.0782
CF,E,0.1084
CF,E,0.0313
CF,E,0.0795
CF,E,0.0625
CF,E,0.0502
CF,E,0.0542
CF,E,0.1063
CF,E,0.015
CF,E,0.0484
CF,E,0.3579
CF,E,0.1998
CF,E,0.3883
CF,E,0.3046
CF,E,0.4212
CF,E,0.3639
CF,E,0.4592
CF,E,0.3555
CF,E,0.4034
CF,E,0.3196
CF,E,0.3457
CF,E,0.3251
CF,E,0.3467
CF,E,0.3382
CF,E,0.4128
CF,E,0.4772
CF,E,0.3406
CF,E,0.2569
CF,E,0.3702
CF,E,0.2868
CF,E,0.3013
CF,E,0.259
CF,E,0.3791
CF,E,0.4541
CF,E,0.4002
CF,E,0.4012
